dataset,sample,task,pipeline,score
tts50,persuade_socialmedia,sentiment,C_qwen_transcript,1.0
tts50,persuade_socialmedia,keywords,C_qwen_transcript,0.37499999999999994
tts50,persuade_socialmedia,intent,C_qwen_transcript,1.0
tts50,persuade_socialmedia,summarization,D_qwen_direct,0.333
tts50,persuade_socialmedia,sentiment,D_qwen_direct,0.0
tts50,persuade_socialmedia,keywords,D_qwen_direct,0.42857142857142855
tts50,persuade_socialmedia,intent,D_qwen_direct,1.0
tts50,plastic_pollution,summarization,A_oracle,0.339
tts50,plastic_pollution,sentiment,A_oracle,1.0
tts50,plastic_pollution,keywords,A_oracle,0.470442842430484
tts50,plastic_pollution,intent,A_oracle,1.0
tts50,plastic_pollution,summarization,B_whisper_cascade,0.281
tts50,plastic_pollution,sentiment,B_whisper_cascade,1.0
tts50,plastic_pollution,keywords,B_whisper_cascade,0.470442842430484
tts50,plastic_pollution,intent,B_whisper_cascade,1.0
tts50,plastic_pollution,summarization,C_qwen_transcript,0.329
tts50,plastic_pollution,sentiment,C_qwen_transcript,1.0
tts50,plastic_pollution,keywords,C_qwen_transcript,0.23539094650205764
tts50,plastic_pollution,intent,C_qwen_transcript,1.0
tts50,plastic_pollution,summarization,D_qwen_direct,0.22
tts50,plastic_pollution,sentiment,D_qwen_direct,1.0
tts50,plastic_pollution,keywords,D_qwen_direct,0.23539094650205764
tts50,plastic_pollution,intent,D_qwen_direct,1.0
tts50,question_dreams,summarization,A_oracle,0.229
tts50,question_dreams,sentiment,A_oracle,1.0
tts50,question_dreams,keywords,A_oracle,0.0
tts50,question_dreams,intent,A_oracle,1.0
tts50,question_dreams,summarization,B_whisper_cascade,0.219
tts50,question_dreams,sentiment,B_whisper_cascade,1.0
tts50,question_dreams,keywords,B_whisper_cascade,0.11769547325102882
tts50,question_dreams,intent,B_whisper_cascade,1.0
tts50,question_dreams,summarization,C_qwen_transcript,0.192
tts50,question_dreams,sentiment,C_qwen_transcript,1.0
tts50,question_dreams,keywords,C_qwen_transcript,0.23539094650205764
tts50,question_dreams,intent,C_qwen_transcript,1.0
tts50,question_dreams,summarization,D_qwen_direct,0.093
tts50,question_dreams,sentiment,D_qwen_direct,1.0
tts50,question_dreams,keywords,D_qwen_direct,0.0
tts50,question_dreams,intent,D_qwen_direct,0.0
tts50,question_goodlife,summarization,A_oracle,0.195
tts50,question_goodlife,sentiment,A_oracle,0.0
tts50,question_goodlife,keywords,A_oracle,0.12509363295880152
tts50,question_goodlife,intent,A_oracle,1.0
tts50,question_goodlife,summarization,B_whisper_cascade,0.229
tts50,question_goodlife,sentiment,B_whisper_cascade,0.0
tts50,question_goodlife,keywords,B_whisper_cascade,0.12509363295880152
tts50,question_goodlife,intent,B_whisper_cascade,1.0
tts50,question_goodlife,summarization,C_qwen_transcript,0.243
tts50,question_goodlife,sentiment,C_qwen_transcript,0.0
tts50,question_goodlife,keywords,C_qwen_transcript,0.12509363295880152
tts50,question_goodlife,intent,C_qwen_transcript,1.0
tts50,question_goodlife,summarization,D_qwen_direct,0.215
tts50,question_goodlife,sentiment,D_qwen_direct,0.0
tts50,question_goodlife,keywords,D_qwen_direct,0.12509363295880152
tts50,question_goodlife,intent,D_qwen_direct,0.0
tts50,question_lastwords,summarization,A_oracle,0.256
tts50,question_lastwords,sentiment,A_oracle,0.0
tts50,question_lastwords,keywords,A_oracle,0.0
tts50,question_lastwords,intent,A_oracle,1.0
tts50,question_lastwords,summarization,B_whisper_cascade,0.274
tts50,question_lastwords,sentiment,B_whisper_cascade,0.0
tts50,question_lastwords,keywords,B_whisper_cascade,0.0
tts50,question_lastwords,intent,B_whisper_cascade,1.0
tts50,question_lastwords,summarization,C_qwen_transcript,0.231
tts50,question_lastwords,sentiment,C_qwen_transcript,0.0
tts50,question_lastwords,keywords,C_qwen_transcript,0.0
tts50,question_lastwords,intent,C_qwen_transcript,0.0
tts50,question_lastwords,summarization,D_qwen_direct,0.212
tts50,question_lastwords,sentiment,D_qwen_direct,0.0
tts50,question_lastwords,keywords,D_qwen_direct,0.11769547325102882
tts50,question_lastwords,intent,D_qwen_direct,0.0
tts50,question_message,summarization,A_oracle,0.194
tts50,question_message,sentiment,A_oracle,1.0
tts50,question_message,keywords,A_oracle,0.0
tts50,question_message,intent,A_oracle,1.0
tts50,question_message,summarization,B_whisper_cascade,0.207
tts50,question_message,sentiment,B_whisper_cascade,1.0
tts50,question_message,keywords,B_whisper_cascade,0.12509363295880152
tts50,question_message,intent,B_whisper_cascade,1.0
tts50,question_message,summarization,C_qwen_transcript,0.296
tts50,question_message,sentiment,C_qwen_transcript,1.0
tts50,question_message,keywords,C_qwen_transcript,0.0
tts50,question_message,intent,C_qwen_transcript,1.0
tts50,question_message,summarization,D_qwen_direct,0.111
tts50,question_message,sentiment,D_qwen_direct,1.0
tts50,question_message,keywords,D_qwen_direct,0.0
tts50,question_message,intent,D_qwen_direct,0.0
tts50,question_personality,summarization,A_oracle,0.195
tts50,question_personality,sentiment,A_oracle,0.0
tts50,question_personality,keywords,A_oracle,0.249906191369606
tts50,question_personality,intent,A_oracle,1.0
tts50,question_personality,summarization,B_whisper_cascade,0.198
tts50,question_personality,sentiment,B_whisper_cascade,0.0
tts50,question_personality,keywords,B_whisper_cascade,0.5000937207122774
tts50,question_personality,intent,B_whisper_cascade,1.0
tts50,question_personality,summarization,C_qwen_transcript,0.217
tts50,question_personality,sentiment,C_qwen_transcript,0.0
tts50,question_personality,keywords,C_qwen_transcript,0.5000937207122774
tts50,question_personality,intent,C_qwen_transcript,1.0
tts50,question_personality,summarization,D_qwen_direct,0.215
tts50,question_personality,sentiment,D_qwen_direct,1.0
tts50,question_personality,keywords,D_qwen_direct,0.5000937207122774
tts50,question_personality,intent,D_qwen_direct,1.0
tts50,question_technology,summarization,A_oracle,0.133
tts50,question_technology,sentiment,A_oracle,1.0
tts50,question_technology,keywords,A_oracle,0.0
tts50,question_technology,intent,A_oracle,1.0
tts50,question_technology,summarization,B_whisper_cascade,0.16
tts50,question_technology,sentiment,B_whisper_cascade,1.0
tts50,question_technology,keywords,B_whisper_cascade,0.0
tts50,question_technology,intent,B_whisper_cascade,1.0
tts50,question_technology,summarization,C_qwen_transcript,0.185
tts50,question_technology,sentiment,C_qwen_transcript,1.0
tts50,question_technology,keywords,C_qwen_transcript,0.0
tts50,question_technology,intent,C_qwen_transcript,1.0
tts50,question_technology,summarization,D_qwen_direct,0.364
tts50,question_technology,sentiment,D_qwen_direct,1.0
tts50,question_technology,keywords,D_qwen_direct,0.13335971223021584
tts50,question_technology,intent,D_qwen_direct,1.0
tts50,remote_work,summarization,A_oracle,0.438
tts50,remote_work,sentiment,A_oracle,1.0
tts50,remote_work,keywords,A_oracle,0.5715509854327335
tts50,remote_work,intent,A_oracle,1.0
tts50,remote_work,summarization,B_whisper_cascade,0.438
tts50,remote_work,sentiment,B_whisper_cascade,1.0
tts50,remote_work,keywords,B_whisper_cascade,0.5331197119711971
tts50,remote_work,intent,B_whisper_cascade,1.0
tts50,remote_work,summarization,C_qwen_transcript,0.414
tts50,remote_work,sentiment,C_qwen_transcript,1.0
tts50,remote_work,keywords,C_qwen_transcript,0.5715509854327335
tts50,remote_work,intent,C_qwen_transcript,1.0
tts50,remote_work,summarization,D_qwen_direct,0.333
tts50,remote_work,sentiment,D_qwen_direct,1.0
tts50,remote_work,keywords,D_qwen_direct,0.5715509854327335
tts50,remote_work,intent,D_qwen_direct,1.0
tts50,renewable_energy,summarization,A_oracle,0.412
tts50,renewable_energy,sentiment,A_oracle,1.0
tts50,renewable_energy,keywords,A_oracle,0.37495275590551186
tts50,renewable_energy,intent,A_oracle,1.0
tts50,renewable_energy,summarization,B_whisper_cascade,0.286
tts50,renewable_energy,sentiment,B_whisper_cascade,1.0
tts50,renewable_energy,keywords,B_whisper_cascade,0.37495275590551186
tts50,renewable_energy,intent,B_whisper_cascade,1.0
tts50,renewable_energy,summarization,C_qwen_transcript,0.344
tts50,renewable_energy,sentiment,C_qwen_transcript,1.0
tts50,renewable_energy,keywords,C_qwen_transcript,0.37495275590551186
tts50,renewable_energy,intent,C_qwen_transcript,1.0
tts50,renewable_energy,summarization,D_qwen_direct,0.414
tts50,renewable_energy,sentiment,D_qwen_direct,1.0
tts50,renewable_energy,keywords,D_qwen_direct,0.23539094650205764
tts50,renewable_energy,intent,D_qwen_direct,1.0
tts50,science_brain,summarization,A_oracle,0.448
tts50,science_brain,sentiment,A_oracle,1.0
tts50,science_brain,keywords,A_oracle,0.42857142857142855
tts50,science_brain,intent,A_oracle,1.0
tts50,science_brain,summarization,B_whisper_cascade,0.448
tts50,science_brain,sentiment,B_whisper_cascade,1.0
tts50,science_brain,keywords,B_whisper_cascade,0.5715509854327335
tts50,science_brain,intent,B_whisper_cascade,1.0
tts50,science_brain,summarization,C_qwen_transcript,0.312
tts50,science_brain,sentiment,C_qwen_transcript,1.0
tts50,science_brain,keywords,C_qwen_transcript,0.42857142857142855
tts50,science_brain,intent,C_qwen_transcript,1.0
tts50,science_brain,summarization,D_qwen_direct,0.677
tts50,science_brain,sentiment,D_qwen_direct,1.0
tts50,science_brain,keywords,D_qwen_direct,0.5331197119711971
tts50,science_brain,intent,D_qwen_direct,1.0
tts50,science_climate,summarization,A_oracle,0.333
tts50,science_climate,sentiment,A_oracle,1.0
tts50,science_climate,keywords,A_oracle,0.28559176672384223
tts50,science_climate,intent,A_oracle,1.0
tts50,science_climate,summarization,B_whisper_cascade,0.351
tts50,science_climate,sentiment,B_whisper_cascade,1.0
tts50,science_climate,keywords,B_whisper_cascade,0.28559176672384223
tts50,science_climate,intent,B_whisper_cascade,1.0
tts50,science_climate,summarization,C_qwen_transcript,0.333
tts50,science_climate,sentiment,C_qwen_transcript,0.0
tts50,science_climate,keywords,C_qwen_transcript,0.249906191369606
tts50,science_climate,intent,C_qwen_transcript,0.0
tts50,science_climate,summarization,D_qwen_direct,0.394
tts50,science_climate,sentiment,D_qwen_direct,0.0
tts50,science_climate,keywords,D_qwen_direct,0.26639999999999997
tts50,science_climate,intent,D_qwen_direct,0.0
tts50,science_crispr,summarization,A_oracle,0.632
tts50,science_crispr,sentiment,A_oracle,0.0
tts50,science_crispr,keywords,A_oracle,0.35308641975308636
tts50,science_crispr,intent,A_oracle,1.0
tts50,science_crispr,summarization,B_whisper_cascade,0.533
tts50,science_crispr,sentiment,B_whisper_cascade,1.0
tts50,science_crispr,keywords,B_whisper_cascade,0.470442842430484
tts50,science_crispr,intent,B_whisper_cascade,1.0
tts50,science_crispr,summarization,C_qwen_transcript,0.607
tts50,science_crispr,sentiment,C_qwen_transcript,1.0
tts50,science_crispr,keywords,C_qwen_transcript,0.7501561679790026
tts50,science_crispr,intent,C_qwen_transcript,1.0
tts50,science_crispr,summarization,D_qwen_direct,0.508
tts50,science_crispr,sentiment,D_qwen_direct,1.0
tts50,science_crispr,keywords,D_qwen_direct,0.6665421956684092
tts50,science_crispr,intent,D_qwen_direct,1.0
tts50,science_space,summarization,A_oracle,0.27
tts50,science_space,sentiment,A_oracle,1.0
tts50,science_space,keywords,A_oracle,0.5000937207122774
tts50,science_space,intent,A_oracle,1.0
tts50,science_space,summarization,B_whisper_cascade,0.431
tts50,science_space,sentiment,B_whisper_cascade,1.0
tts50,science_space,keywords,B_whisper_cascade,0.5000937207122774
tts50,science_space,intent,B_whisper_cascade,1.0
tts50,science_space,summarization,C_qwen_transcript,0.324
tts50,science_space,sentiment,C_qwen_transcript,1.0
tts50,science_space,keywords,C_qwen_transcript,0.5000937207122774
tts50,science_space,intent,C_qwen_transcript,1.0
tts50,science_space,summarization,D_qwen_direct,0.506
tts50,science_space,sentiment,D_qwen_direct,1.0
tts50,science_space,keywords,D_qwen_direct,0.6249062265566392
tts50,science_space,intent,D_qwen_direct,1.0
tts50,sleep_science,summarization,A_oracle,0.254
tts50,sleep_science,sentiment,A_oracle,1.0
tts50,sleep_science,keywords,A_oracle,0.7999377722464218
tts50,sleep_science,intent,A_oracle,1.0
tts50,sleep_science,summarization,B_whisper_cascade,0.256
tts50,sleep_science,sentiment,B_whisper_cascade,1.0
tts50,sleep_science,keywords,B_whisper_cascade,0.6665421956684092
tts50,sleep_science,intent,B_whisper_cascade,1.0
tts50,sleep_science,summarization,C_qwen_transcript,0.239
tts50,sleep_science,sentiment,C_qwen_transcript,1.0
tts50,sleep_science,keywords,C_qwen_transcript,0.6251716535433071
tts50,sleep_science,intent,C_qwen_transcript,1.0
tts50,sleep_science,summarization,D_qwen_direct,0.276
tts50,sleep_science,sentiment,D_qwen_direct,1.0
tts50,sleep_science,keywords,D_qwen_direct,0.6665421956684092
tts50,sleep_science,intent,D_qwen_direct,1.0
tts50,tech_ai_healthcare,summarization,A_oracle,0.388
tts50,tech_ai_healthcare,sentiment,A_oracle,1.0
tts50,tech_ai_healthcare,keywords,A_oracle,0.13335971223021584
tts50,tech_ai_healthcare,intent,A_oracle,1.0
tts50,tech_ai_healthcare,summarization,B_whisper_cascade,0.324
tts50,tech_ai_healthcare,sentiment,B_whisper_cascade,1.0
tts50,tech_ai_healthcare,keywords,B_whisper_cascade,0.0
tts50,tech_ai_healthcare,intent,B_whisper_cascade,1.0
tts50,tech_ai_healthcare,summarization,C_qwen_transcript,0.314
tts50,tech_ai_healthcare,sentiment,C_qwen_transcript,1.0
tts50,tech_ai_healthcare,keywords,C_qwen_transcript,0.0
tts50,tech_ai_healthcare,intent,C_qwen_transcript,1.0
tts50,tech_ai_healthcare,summarization,D_qwen_direct,0.431
tts50,tech_ai_healthcare,sentiment,D_qwen_direct,0.0
tts50,tech_ai_healthcare,keywords,D_qwen_direct,0.0
tts50,tech_ai_healthcare,intent,D_qwen_direct,1.0
tts50,tech_blockchain,summarization,A_oracle,0.367
tts50,tech_blockchain,sentiment,A_oracle,0.0
tts50,tech_blockchain,keywords,A_oracle,0.1540709677419355
tts50,tech_blockchain,intent,A_oracle,1.0
tts50,tech_blockchain,summarization,B_whisper_cascade,0.333
tts50,tech_blockchain,sentiment,B_whisper_cascade,0.0
tts50,tech_blockchain,keywords,B_whisper_cascade,0.1429794520547945
tts50,tech_blockchain,intent,B_whisper_cascade,1.0
tts50,tech_blockchain,summarization,C_qwen_transcript,0.367
tts50,tech_blockchain,sentiment,C_qwen_transcript,0.0
tts50,tech_blockchain,keywords,C_qwen_transcript,0.1540709677419355
tts50,tech_blockchain,intent,C_qwen_transcript,1.0
tts50,tech_blockchain,summarization,D_qwen_direct,0.435
tts50,tech_blockchain,sentiment,D_qwen_direct,1.0
tts50,tech_blockchain,keywords,D_qwen_direct,0.0
tts50,tech_blockchain,intent,D_qwen_direct,1.0
tts50,tech_education,summarization,A_oracle,0.27
tts50,tech_education,sentiment,A_oracle,1.0
tts50,tech_education,keywords,A_oracle,0.42857142857142855
tts50,tech_education,intent,A_oracle,0.0
tts50,tech_education,summarization,B_whisper_cascade,0.308
tts50,tech_education,sentiment,B_whisper_cascade,1.0
tts50,tech_education,keywords,B_whisper_cascade,0.42857142857142855
tts50,tech_education,intent,B_whisper_cascade,0.0
tts50,tech_education,summarization,C_qwen_transcript,0.269
tts50,tech_education,sentiment,C_qwen_transcript,1.0
tts50,tech_education,keywords,C_qwen_transcript,0.3997599039615847
tts50,tech_education,intent,C_qwen_transcript,0.0
tts50,tech_education,summarization,D_qwen_direct,0.233
tts50,tech_education,sentiment,D_qwen_direct,1.0
tts50,tech_education,keywords,D_qwen_direct,0.3077156704361874
tts50,tech_education,intent,D_qwen_direct,0.0
tts50,tech_quantum,summarization,A_oracle,0.424
tts50,tech_quantum,sentiment,A_oracle,0.0
tts50,tech_quantum,keywords,A_oracle,0.5002915451895044
tts50,tech_quantum,intent,A_oracle,1.0
tts50,tech_quantum,summarization,B_whisper_cascade,0.475
tts50,tech_quantum,sentiment,B_whisper_cascade,1.0
tts50,tech_quantum,keywords,B_whisper_cascade,0.4615384615384615
tts50,tech_quantum,intent,B_whisper_cascade,1.0
tts50,tech_quantum,summarization,C_qwen_transcript,0.435
tts50,tech_quantum,sentiment,C_qwen_transcript,0.0
tts50,tech_quantum,keywords,C_qwen_transcript,0.4615384615384615
tts50,tech_quantum,intent,C_qwen_transcript,1.0
tts50,tech_quantum,summarization,D_qwen_direct,0.4
tts50,tech_quantum,sentiment,D_qwen_direct,1.0
tts50,tech_quantum,keywords,D_qwen_direct,0.6663749088256746
tts50,tech_quantum,intent,D_qwen_direct,1.0
tts50,urban_biodiversity,summarization,A_oracle,0.29
tts50,urban_biodiversity,sentiment,A_oracle,1.0
tts50,urban_biodiversity,keywords,A_oracle,0.470442842430484
tts50,urban_biodiversity,intent,A_oracle,1.0
tts50,urban_biodiversity,summarization,B_whisper_cascade,0.316
tts50,urban_biodiversity,sentiment,B_whisper_cascade,1.0
tts50,urban_biodiversity,keywords,B_whisper_cascade,0.470442842430484
tts50,urban_biodiversity,intent,B_whisper_cascade,1.0
tts50,urban_biodiversity,summarization,C_qwen_transcript,0.344
tts50,urban_biodiversity,sentiment,C_qwen_transcript,1.0
tts50,urban_biodiversity,keywords,C_qwen_transcript,0.470442842430484
tts50,urban_biodiversity,intent,C_qwen_transcript,1.0
tts50,urban_biodiversity,summarization,D_qwen_direct,0.143
tts50,urban_biodiversity,sentiment,D_qwen_direct,0.0
tts50,urban_biodiversity,keywords,D_qwen_direct,0.6665421956684092
tts50,urban_biodiversity,intent,D_qwen_direct,0.0
tts50,vaccine_development,summarization,A_oracle,0.481
tts50,vaccine_development,sentiment,A_oracle,1.0
tts50,vaccine_development,keywords,A_oracle,0.28559176672384223
tts50,vaccine_development,intent,A_oracle,1.0
tts50,vaccine_development,summarization,B_whisper_cascade,0.519
tts50,vaccine_development,sentiment,B_whisper_cascade,1.0
tts50,vaccine_development,keywords,B_whisper_cascade,0.249906191369606
tts50,vaccine_development,intent,B_whisper_cascade,1.0
tts50,vaccine_development,summarization,C_qwen_transcript,0.423
tts50,vaccine_development,sentiment,C_qwen_transcript,1.0
tts50,vaccine_development,keywords,C_qwen_transcript,0.28559176672384223
tts50,vaccine_development,intent,C_qwen_transcript,1.0
tts50,vaccine_development,summarization,D_qwen_direct,0.31
tts50,vaccine_development,sentiment,D_qwen_direct,1.0
tts50,vaccine_development,keywords,D_qwen_direct,0.26639999999999997
tts50,vaccine_development,intent,D_qwen_direct,1.0
